INSTNM,CITY,STABBR,CONTROL,LATITUDE,LONGITUDE,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,MD_EARN_WNE_P10,DEBT_MDN,ADM_RATE,SAT_AVG,ACTCM50,UGDS
Yale University,New Haven,CT,2,41.311158,-72.926688,85120.0,64700.0,64700.0,100533.0,11648,0.045,1534.0,34.0,6811.0
Delaware State University,Dover,DE,1,39.187173,-75.54053,27536.0,10314.0,20250.0,49307.0,17500,0.6167,984.0,23.0,4630.0
University of Delaware,Newark,DE,1,39.679577,-75.752822,29347.0,16080.0,39720.0,72950.0,21000,0.6511,1297.0,29.0,18812.0
Goldey-Beacom College,Wilmington,DE,2,39.741501,-75.689624,24633.0,13440.0,13440.0,59892.0,14375,0.7653,,,634.0
Wilmington University,New Castle,DE,2,39.682299,-75.586998,19326.0,12330.0,12330.0,53844.0,14308,,,,8497.0
Baptist University of Florida,Graceville,FL,2,30.962708,-85.503931,20596.0,13800.0,13800.0,42836.0,17073,0.641,1045.0,20.0,248.0
Barry University,Miami,FL,2,25.878908,-80.198925,48300.0,33450.0,33450.0,55966.0,15750,0.5907,,,2245.0
Bethune-Cookman University,Daytona Beach,FL,2,29.207195,-81.032946,29782.0,14794.0,14794.0,38518.0,22500,0.9985,913.0,16.0,2414.0
Lynn University,Boca Raton,FL,2,26.385985,-80.122806,60817.0,42950.0,42950.0,49006.0,10413,0.7395,1136.0,24.0,2820.0
Albizu University-Miami,Miami,FL,2,25.795181,-80.354942,48144.0,13128.0,13128.0,41544.0,5000,1.0,,,225.0
Johnson University Florida,Kissimmee,FL,2,28.302547,-81.363053,29179.0,19658.0,19658.0,40596.0,13500,0.2332,940.0,,136.0
University of Central Florida,Orlando,FL,1,28.602159,-81.200889,22819.0,6368.0,22467.0,58308.0,15000,0.3952,1277.0,27.0,59095.0
South University-West Palm Beach,Royal Palm Beach,FL,3,26.69215,-80.200219,28722.0,18238.0,18238.0,34421.0,13000,,,,284.0
Eckerd College,Saint Petersburg,FL,2,27.715798,-82.687043,66936.0,50374.0,50374.0,51819.0,19500,0.7869,1256.0,26.0,1984.0
Edward Waters University,Jacksonville,FL,2,30.34479,-81.684879,26973.0,14878.0,14878.0,34782.0,11000,0.8481,,,1113.0
Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,2,29.189903,-81.048367,59972.0,42304.0,42304.0,84131.0,14250,0.6628,1256.0,27.0,7535.0
Florida Agricultural and Mechanical University,Tallahassee,FL,1,30.428504,-84.290226,24047.0,5785.0,17725.0,44349.0,17855,0.2112,1100.0,22.0,7516.0
Florida Atlantic University,Boca Raton,FL,1,26.372421,-80.102978,21054.0,4879.0,17324.0,56746.0,12500,0.7344,1119.0,23.0,23458.0
Flagler College,Saint Augustine,FL,2,29.892733,-81.314887,41734.0,26610.0,26610.0,49483.0,15000,0.7809,1099.0,22.0,2404.0
AdventHealth University,Orlando,FL,2,28.576142,-81.367687,38194.0,20880.0,20880.0,72282.0,18000,,,,1068.0
Florida Institute of Technology,Melbourne,FL,2,28.065773,-80.623123,60387.0,44360.0,44360.0,43137.0,14049,0.6253,1213.0,25.0,3235.0
Florida International University,Miami,FL,1,25.75732,-80.373928,20556.0,6565.0,18963.0,60249.0,14246,0.5884,1154.0,24.0,38761.0
Florida Memorial University,Miami Gardens,FL,2,25.918278,-80.270753,31940.0,19110.0,19110.0,36624.0,16475,0.7431,,,1299.0
Florida Southern College,Lakeland,FL,2,28.032443,-81.948203,57174.0,42360.0,42360.0,55294.0,19500,0.5907,1263.0,27.0,2607.0
Florida State University,Tallahassee,FL,1,30.443147,-84.295064,23683.0,5656.0,18786.0,61675.0,16100,0.2538,1323.0,29.0,31812.0
University of Florida,Gainesville,FL,1,29.64629,-82.347911,21719.0,6381.0,28659.0,71588.0,14000,0.2403,1397.0,31.0,34102.0
Full Sail University,Winter Park,FL,3,28.596546,-81.301286,39814.0,26417.0,26417.0,38219.0,14038,,,,25195.0
Hobe Sound Bible College,Hobe Sound,FL,2,27.066304,-80.13184,17545.0,9068.0,9068.0,39863.0,PS,,,,125.0
Jacksonville University,Jacksonville,FL,2,30.353227,-81.60458,61414.0,46180.0,46180.0,68010.0,12803,0.5729,1211.0,26.0,2649.0
Luther Rice College & Seminary,Lithonia,GA,2,33.698126,-84.123179,11544.0,10538.0,10538.0,47003.0,16094,0.3429,,,195.0
Trinity International University-Florida,Miami,FL,2,25.68307,-80.417646,22540.0,14180.0,14180.0,46989.0,19500,,,,69.0
University of Miami,Coral Gables,FL,2,25.72126,-80.278662,77708.0,59926.0,59926.0,75328.0,15250,0.1851,1416.0,32.0,12570.0
University of North Florida,Jacksonville,FL,1,30.27194,-81.509144,20229.0,6389.0,20793.0,56343.0,11750,0.6227,1115.0,23.0,13915.0
Nova Southeastern University,Fort Lauderdale,FL,2,26.082288,-80.249891,55647.0,37080.0,37080.0,59209.0,16985,0.7267,1182.0,24.0,7171.0
Palm Beach Atlantic University,West Palm Beach,FL,2,26.7044,-80.05247,55576.0,37990.0,37990.0,49232.0,13816,0.8832,1101.0,22.0,2427.0
Ringling College of Art and Design,Sarasota,FL,2,27.360931,-82.547803,75726.0,55480.0,55480.0,43325.0,27000,0.6737,,,1719.0
Rollins College,Winter Park,FL,2,28.592787,-81.349239,72790.0,58300.0,58300.0,58295.0,21385,0.4056,1304.0,28.0,2582.0
Saint Leo University,Saint Leo,FL,2,28.336776,-82.257801,41727.0,28360.0,28360.0,48364.0,14250,0.721,,,6999.0
St. John Vianney College Seminary,Miami,FL,2,25.742579,-80.337411,,23100.0,23100.0,,PS,1.0,,,18.0
University of South Florida,Tampa,FL,1,28.061458,-82.413232,22301.0,6410.0,17324.0,57743.0,14976,0.4096,1235.0,26.0,36299.0
St. Thomas University,Miami Gardens,FL,2,25.922071,-80.253273,49762.0,34770.0,34770.0,54272.0,9500,0.994,,,1963.0
Stetson University,DeLand,FL,2,29.035475,-81.300746,69807.0,55220.0,55220.0,51642.0,15000,0.8643,1208.0,26.0,2292.0
Southeastern University,Lakeland,FL,2,28.029733,-81.918382,43803.0,31732.0,31732.0,46744.0,12000,0.7429,,,4646.0
Talmudic College of Florida,Miami Beach,FL,2,25.811996,-80.136293,33000.0,16750.0,16750.0,,PS,,,,26.0
The University of Tampa,Tampa,FL,2,27.948455,-82.46483,49841.0,33424.0,33424.0,59436.0,18750,0.4093,,,10093.0
Trinity Baptist College,Jacksonville,FL,2,30.311171,-81.79626,25662.0,14300.0,14300.0,37275.0,11500,0.625,1007.0,20.0,363.0
Trinity College of Florida,Trinity,FL,2,28.194732,-82.678318,25585.0,16300.0,16300.0,32465.0,12000,0.963,905.0,17.0,187.0
Warner University,Lake Wales,FL,2,27.825751,-81.599972,41556.0,28160.0,28160.0,46086.0,13000,0.4779,937.0,17.0,753.0
Webber International University,Babson Park,FL,2,27.838778,-81.532315,48464.0,32150.0,32150.0,45606.0,8750,0.7756,,,879.0
University of West Florida,Pensacola,FL,1,30.549076,-87.218511,18504.0,6360.0,19241.0,49137.0,13000,0.5687,1137.0,23.0,9042.0
Abraham Baldwin Agricultural College,Tifton,GA,1,31.481889,-83.528281,13103.0,3195.0,10101.0,34996.0,8750,0.7716,994.0,18.0,3218.0
Agnes Scott College,Decatur,GA,2,33.769268,-84.295459,60585.0,48150.0,48150.0,56274.0,17750,0.6731,1296.0,29.0,898.0
Albany State University,Albany,GA,1,31.56928,-84.141825,20574.0,5934.0,16656.0,40674.0,12000,,,,5829.0
Point University,West Point,GA,2,32.87912,-85.184931,34418.0,22300.0,22300.0,38740.0,14502,0.6751,1059.0,19.0,2617.0
Clark Atlanta University,Atlanta,GA,2,33.747628,-84.412584,40924.0,26446.0,26446.0,42712.0,19500,0.6463,,,3482.0
Berry College,Mount Berry,GA,2,34.290414,-85.189202,55714.0,40416.0,40416.0,53800.0,18900,0.6185,1223.0,26.0,2213.0
Beulah Heights University,Atlanta,GA,2,33.736993,-84.35768,9992.0,8492.0,8492.0,35236.0,38980,,,,158.0
Brenau University,Gainesville,GA,2,34.303117,-83.821513,45931.0,33275.0,33275.0,54003.0,18425,0.8696,1087.0,22.0,981.0
Brewton-Parker College,Mount Vernon,GA,2,32.185718,-82.586136,35557.0,21696.0,21696.0,42009.0,8250,0.8635,,,684.0
College of Coastal Georgia,Brunswick,GA,1,31.181983,-81.486169,18975.0,3483.0,10389.0,39318.0,8250,0.9851,1001.0,18.0,2794.0
Clayton  State University,Morrow,GA,1,33.594079,-84.328174,17940.0,5068.0,15790.0,49179.0,16750,0.7059,973.0,18.0,4390.0
Columbus State University,Columbus,GA,1,32.50096,-84.94106,19953.0,5751.0,16805.0,44544.0,15000,0.9924,994.0,20.0,5537.0
Covenant College,Lookout Mountain,GA,2,34.965161,-85.375066,53368.0,40464.0,40464.0,50412.0,19000,0.8176,1254.0,26.0,858.0
Dalton State College,Dalton,GA,1,34.774221,-85.002775,11292.0,3283.0,10189.0,40251.0,7361,,,,4419.0
South University-Savannah,Savannah,GA,3,31.999481,-81.105531,31163.0,18238.0,18238.0,34421.0,13000,,,,246.0
Emmanuel University,Franklin Springs,GA,2,34.283641,-83.14822,35188.0,23664.0,23664.0,38208.0,12000,0.5336,,,719.0
Emory University,Atlanta,GA,2,33.790183,-84.325512,78814.0,60774.0,60774.0,80137.0,16750,0.111,1507.0,33.0,7275.0
Fort Valley State University,Fort Valley,GA,1,32.537595,-83.89537,20342.0,5392.0,16114.0,36666.0,19000,0.628,864.0,17.0,2541.0
Georgia Institute of Technology-Main Campus,Atlanta,GA,1,33.77242,-84.394832,27797.0,11764.0,32876.0,102772.0,20000,0.1646,1447.0,32.0,18260.0
Georgia Southwestern State University,Americus,GA,1,32.054662,-84.217738,19234.0,4980.0,15702.0,48757.0,11000,0.7716,998.0,18.0,2291.0
Georgia College & State University,Milledgeville,GA,1,33.082787,-83.231962,27781.0,8998.0,28178.0,58140.0,16018,0.8777,1150.0,23.0,5599.0
Georgia Southern University,Statesboro,GA,1,32.426153,-81.784045,24563.0,5905.0,16959.0,53236.0,15250,0.8963,1057.0,20.0,21029.0
Georgia State University,Atlanta,GA,1,33.7527,-84.38667,26535.0,8478.0,23709.0,47384.0,11750,0.6228,1149.0,22.0,27109.0
University of Georgia,Athens,GA,1,33.956262,-83.374039,27436.0,11180.0,30220.0,68726.0,16666,0.372,1301.0,29.0,31310.0
LaGrange College,Lagrange,GA,2,33.038564,-85.043113,47370.0,34540.0,34540.0,51745.0,15750,0.6321,,,566.0
Life University,Marietta,GA,2,33.932781,-84.514729,41192.0,15036.0,15036.0,47397.0,9500,0.9381,994.0,17.0,869.0
Mercer University,Macon,GA,2,32.829134,-83.649392,56494.0,40890.0,40890.0,58354.0,17655,0.6646,1280.0,28.0,4620.0
Morehouse College,Atlanta,GA,2,33.745982,-84.414917,47347.0,31725.0,31725.0,52889.0,18500,0.5139,1050.0,20.0,2736.0
Morris Brown College,Atlanta,GA,2,33.753707,-84.407668,26005.0,9558.0,9558.0,,,,,,338.0
Oglethorpe University,Atlanta,GA,2,33.875441,-84.333687,59320.0,45806.0,45806.0,55232.0,14750,0.6006,1230.0,27.0,1429.0
Paine College,Augusta,GA,2,33.469545,-81.993225,27310.0,14596.0,14596.0,33338.0,11000,0.8336,,,338.0
Piedmont University,Demorest,GA,2,34.566042,-83.542126,45359.0,30680.0,30680.0,49130.0,18108,0.9284,1074.0,20.0,1235.0
Reinhardt University,Waleska,GA,2,34.319756,-84.554264,45689.0,28420.0,28420.0,46541.0,13156,0.5516,,,1012.0
Savannah College of Art and Design,Savannah,GA,2,32.072964,-81.09395,59670.0,40595.0,40595.0,45954.0,15500,0.8368,1178.0,24.0,14423.0
Savannah State University,Savannah,GA,1,32.024781,-81.063377,17185.0,5498.0,16218.0,37981.0,16500,,,,2727.0
Shorter University,Rome,GA,2,34.257543,-85.196529,34985.0,24044.0,24044.0,44604.0,12500,0.9693,1075.0,22.0,1091.0
Spelman College,Atlanta,GA,2,33.745279,-84.411527,49349.0,30058.0,30058.0,59993.0,21750,0.3409,1184.0,24.0,3633.0
Thomas University,Thomasville,GA,2,30.815576,-83.963587,26189.0,11640.0,11640.0,49716.0,15000,0.4316,1037.0,20.0,813.0
Toccoa Falls College,Toccoa Falls,GA,2,34.593414,-83.357617,35666.0,23250.0,23250.0,36630.0,11067,0.6381,1155.0,24.0,820.0
Truett McConnell University,Cleveland,GA,2,34.596306,-83.748911,37692.0,25568.0,25568.0,46700.0,12000,0.9068,,,768.0
Valdosta State University,Valdosta,GA,1,30.847402,-83.289282,20202.0,6007.0,17062.0,49361.0,13750,0.8349,1037.0,20.0,6858.0
Wesleyan College,Macon,GA,2,32.876037,-83.715417,40591.0,27650.0,27650.0,44317.0,15000,0.6207,905.0,,466.0
University of West Georgia,Carrollton,GA,1,33.573621,-85.097762,23504.0,5971.0,17024.0,49587.0,15000,0.4937,1044.0,20.0,7485.0
Young Harris College,Young Harris,GA,2,34.933523,-83.84587,45389.0,32305.0,32305.0,47195.0,12000,0.6402,,,810.0
Chaminade University of Honolulu,Honolulu,HI,2,21.28995,-157.807851,43637.0,29970.0,29970.0,52343.0,17932,0.9263,1155.0,,1648.0
University of Hawaii at Hilo,Hilo,HI,1,19.701189,-155.080847,20914.0,7838.0,20798.0,47856.0,12500,0.8977,1025.0,19.0,2260.0
University of Hawaii at Manoa,Honolulu,HI,1,21.298598,-157.818979,23832.0,12186.0,34218.0,57624.0,13099,0.6969,1157.0,24.0,14306.0
Hawaii Pacific University,Honolulu,HI,2,21.310306,-157.859645,49980.0,33020.0,33020.0,59593.0,12000,0.8448,1180.0,25.0,2502.0
University of Hawaii-West Oahu,Kapolei,HI,1,21.35531,-158.056403,18190.0,7584.0,20544.0,52075.0,11848,0.956,973.0,17.0,2510.0
Boise Bible College,Boise,ID,2,43.658651,-116.291321,22045.0,11240.0,11240.0,33140.0,12749,0.9643,1080.0,,103.0
Boise State University,Boise,ID,1,43.604284,-116.203301,25387.0,8782.0,26976.0,51658.0,14000,0.8396,,,17081.0
Idaho State University,Pocatello,ID,1,42.863832,-112.432312,21084.0,8356.0,27466.0,45608.0,12500,,,,7260.0
University of Idaho,Moscow,ID,1,46.727406,-117.014167,22669.0,8816.0,29784.0,54670.0,15784,0.7909,1088.0,25.0,7363.0
The College of Idaho,Caldwell,ID,2,43.652284,-116.677992,48451.0,36030.0,36030.0,48473.0,17000,0.4722,1166.0,24.0,1049.0
Lewis-Clark State College,Lewiston,ID,1,46.412199,-117.024875,18646.0,7388.0,21386.0,46001.0,10989,0.8978,,,2277.0
Northwest Nazarene University,Nampa,ID,2,43.562411,-116.565783,50275.0,39370.0,39370.0,51719.0,16826,0.6295,1184.0,28.0,1138.0
Brigham Young University-Idaho,Rexburg,ID,2,43.818408,-111.782431,13357.0,4656.0,4656.0,53406.0,8750,0.9695,1123.0,23.0,42090.0
American Academy of Art College,Chicago,IL,3,41.87742,-87.624788,45145.0,39510.0,39510.0,34324.0,27000,,,,90.0
American Islamic College,Chicago,IL,2,41.954969,-87.646898,,7650.0,7650.0,,,1.0,,,6.0
School of the Art Institute of Chicago,Chicago,IL,2,41.88105,-87.625758,74138.0,54530.0,54530.0,40151.0,19000,0.7642,,,2762.0
Augustana College,Rock Island,IL,2,41.502365,-90.55057,60798.0,49834.0,49834.0,62971.0,26000,0.6765,1133.0,24.0,2418.0
Aurora University,Aurora,IL,2,41.753631,-88.349023,39232.0,28220.0,28220.0,58709.0,15500,0.8514,1072.0,26.0,4021.0
Blackburn College,Carlinville,IL,2,39.287896,-89.870241,36962.0,26758.0,26758.0,46802.0,14770,0.8014,,,341.0
Blessing Rieman College of Nursing and Health Sciences,Quincy,IL,2,39.949641,-91.357497,,,,72430.0,11250,,,,176.0
Bradley University,Peoria,IL,2,40.696896,-89.616786,52730.0,39680.0,39680.0,66852.0,23250,0.7666,1237.0,29.0,3865.0
The Chicago School at Chicago,Chicago,IL,2,41.888293,-87.63379,,20844.0,20844.0,56899.0,10250,0.3333,,,31.0
Chicago State University,Chicago,IL,1,41.718446,-87.609384,30454.0,12754.0,12754.0,42778.0,21500,0.4052,,,1414.0
University of Chicago,Chicago,IL,2,41.787994,-87.599539,86856.0,66939.0,66939.0,91885.0,13368,0.0479,1554.0,35.0,7540.0
Columbia College Chicago,Chicago,IL,2,41.874261,-87.624667,49799.0,32520.0,32520.0,42195.0,16500,0.9117,,,6294.0
Concordia University-Chicago,River Forest,IL,2,41.898696,-87.809482,44252.0,36258.0,36258.0,54089.0,14000,0.9336,,,1337.0
DePaul University,Chicago,IL,2,41.877618,-87.62724,59467.0,44460.0,44460.0,68751.0,19383,0.7353,1254.0,28.0,14283.0
East-West University,Chicago,IL,2,41.871309,-87.624793,30062.0,26100.0,26100.0,29963.0,7334,,,,528.0
Eastern Illinois University,Charleston,IL,1,39.479843,-88.175658,26164.0,13403.0,15879.0,51989.0,15722,0.6775,1010.0,,4398.0
Elmhurst University,Elmhurst,IL,2,41.897164,-87.945369,51829.0,41628.0,41628.0,61462.0,15000,0.7574,1116.0,25.0,2954.0
Eureka College,Eureka,IL,2,40.71482,-89.269624,38518.0,28400.0,28400.0,51641.0,15000,0.8847,,,522.0
Governors State University,University Park,IL,1,41.449103,-87.716441,23076.0,11320.0,11320.0,58169.0,14000,,,,2518.0
Greenville University,Greenville,IL,2,38.894162,-89.40824,43713.0,30598.0,30598.0,46827.0,15000,0.9537,1034.0,21.0,873.0
Hebrew Theological College,Skokie,IL,2,42.010103,-87.760874,21742.0,14700.0,14700.0,33291.0,9924,0.92,,,81.0
University of Illinois Chicago,Chicago,IL,1,41.871837,-87.650503,26998.0,14338.0,29360.0,68740.0,13657,0.785,1242.0,28.0,21814.0
Benedictine University,Lisle,IL,2,41.777569,-88.097307,46548.0,34290.0,34290.0,63446.0,17500,0.7722,,,1817.0
University of Illinois Urbana-Champaign,Champaign,IL,1,40.104718,-88.229114,32134.0,16004.0,34501.0,81054.0,16500,0.4369,1418.0,32.0,34623.0
Illinois Wesleyan University,Bloomington,IL,2,40.489901,-88.992014,68399.0,55704.0,55704.0,70871.0,23221,0.4517,1242.0,27.0,1570.0
Illinois College,Jacksonville,IL,2,39.7313,-90.246171,47337.0,37470.0,37470.0,52575.0,14746,0.7467,1082.0,22.0,925.0
Illinois Institute of Technology,Chicago,IL,2,41.8313,-87.627321,67720.0,51763.0,51763.0,82592.0,20687,0.5542,1296.0,28.0,2812.0
Illinois State University,Normal,IL,1,40.509403,-88.990058,32458.0,16021.0,28086.0,62117.0,15750,0.8901,1127.0,24.0,18414.0
Judson University,Elgin,IL,2,42.061754,-88.291336,43951.0,30910.0,30910.0,56313.0,14000,0.6312,985.0,20.0,780.0
Knox College,Galesburg,IL,2,40.943064,-90.373165,65796.0,55587.0,55587.0,54820.0,23852,0.7113,1250.0,26.0,997.0
Lake Forest College,Lake Forest,IL,2,42.249574,-87.827454,68191.0,54202.0,54202.0,61825.0,21500,0.5941,1309.0,29.0,1782.0
Lakeview College of Nursing,Danville,IL,2,40.13855,-87.644379,,,,84522.0,15000,,,,81.0
Lewis University,Romeoville,IL,2,41.605432,-88.079032,45843.0,37882.0,37882.0,66099.0,18750,0.7273,1117.0,25.0,3665.0
Lincoln Christian University,Lincoln,IL,2,40.148924,-89.346721,28671.0,15400.0,15400.0,43038.0,15000,,,,44.0
Loyola University Chicago,Chicago,IL,2,42.000765,-87.656872,64167.0,51716.0,51716.0,71530.0,20500,0.8139,1283.0,29.0,11576.0
Trinity College of Nursing & Health Sciences,Rock Island,IL,2,41.484924,-90.568862,,,,58743.0,22500,,,,59.0
McKendree University,Lebanon,IL,2,38.608154,-89.816822,47121.0,34070.0,34070.0,58572.0,16240,0.6388,,,1600.0
Methodist College,Peoria,IL,2,40.7804,-89.682864,26280.0,18008.0,18008.0,69800.0,27000,0.3111,,,374.0
Millikin University,Decatur,IL,2,39.842612,-88.976298,41297.0,26892.0,43670.0,51262.0,19000,0.5405,1050.0,21.0,1458.0
Monmouth College,Monmouth,IL,2,40.914824,-90.63731,55529.0,43520.0,43520.0,51110.0,20000,0.8662,1128.0,24.0,725.0
Moody Bible Institute,Chicago,IL,2,41.897822,-87.633459,34510.0,15356.0,15356.0,45399.0,12000,0.9754,,,1586.0
National Louis University,Chicago,IL,2,41.880093,-87.624699,25350.0,12345.0,12345.0,45799.0,12500,0.9312,,,4100.0
National University of Health Sciences,Lombard,IL,2,41.861697,-88.013171,,,,58723.0,12289,,,,22.0
North Central College,Naperville,IL,2,41.77576,-88.14279,54803.0,44394.0,44394.0,60123.0,18750,0.5831,1165.0,25.0,2360.0
North Park University,Chicago,IL,2,41.975268,-87.709948,42040.0,35325.0,35325.0,59572.0,19875,0.7284,,,1844.0
Northern Illinois University,Dekalb,IL,1,41.933869,-88.766428,27214.0,12700.0,12700.0,57808.0,16250,0.7045,,,11277.0
Northwestern University,Evanston,IL,2,42.050356,-87.679858,87804.0,65997.0,65997.0,89363.0,14000,0.0715,1526.0,34.0,8960.0
Northeastern Illinois University,Chicago,IL,1,41.980399,-87.718983,27208.0,12383.0,22726.0,52234.0,11969,0.704,,,3869.0
Olivet Nazarene University,Bourbonnais,IL,2,41.155237,-87.875165,50557.0,37940.0,37940.0,53213.0,19313,0.669,1103.0,23.0,2485.0
Principia College,Elsah,IL,2,38.948835,-90.350285,,33280.0,33280.0,,,0.444,1096.0,20.0,337.0
Quincy University,Quincy,IL,2,39.938898,-91.385975,45102.0,35740.0,35740.0,50369.0,13000,0.4989,1157.0,23.0,1038.0
Rockford University,Rockford,IL,2,42.270639,-89.019536,47033.0,37300.0,37300.0,54794.0,15000,0.5723,984.0,22.0,956.0
Roosevelt University,Chicago,IL,2,41.876055,-87.624952,48426.0,20280.0,20280.0,48712.0,14667,0.9427,1000.0,25.0,2583.0
Dominican University,River Forest,IL,2,41.902678,-87.823003,44414.0,37844.0,37844.0,60327.0,18750,0.798,1022.0,18.0,2271.0
Rush University,Chicago,IL,2,41.874742,-87.668581,,,,75194.0,19273,,,,120.0
Saint Francis Medical Center College of Nursing,Peoria,IL,2,40.701241,-89.590322,,,,72850.0,15000,,,,267.0
University of St Francis,Joliet,IL,2,41.532225,-88.096057,45375.0,37000.0,37000.0,63926.0,16500,0.6393,1055.0,23.0,1292.0
St. John's College-Department of Nursing,Springfield,IL,2,39.807602,-89.64532,,,,86331.0,15000,,,,76.0
Saint Xavier University,Chicago,IL,2,41.707199,-87.714749,42237.0,36840.0,36840.0,58656.0,16699,0.8575,,,3030.0
University of Illinois Springfield,Springfield,IL,1,39.729524,-89.616796,23643.0,12252.0,22017.0,57103.0,14000,0.8437,1118.0,25.0,2292.0
Saint Anthony College of Nursing,Rockford,IL,2,42.310147,-88.991968,,27811.0,27811.0,77709.0,18750,1.0,,,152.0
Southern Illinois University-Carbondale,Carbondale,IL,1,37.714193,-89.217273,29268.0,13244.0,13244.0,53390.0,17750,0.9044,1060.0,24.0,8116.0
Southern Illinois University-Edwardsville,Edwardsville,IL,1,38.793949,-89.997779,25302.0,12922.0,12922.0,56346.0,15500,0.9721,1063.0,23.0,8836.0
Telshe Yeshiva-Chicago,Chicago,IL,2,41.975536,-87.71755,20000.0,15000.0,15000.0,,PS,1.0,,,78.0
Trinity Christian College,Palos Heights,IL,2,41.667687,-87.783973,47066.0,20325.0,20325.0,55700.0,21358,0.8865,1154.0,26.0,796.0
